Sn,System,Sub System,Project Number,Sub Contract,Building Number,Floor,Drawing Zone,Discipline,Sub Discipline,Drawing Stage,DN,Column1,Title,21,Review Time Days,Review Time Overdue,25,S_Date,27,28,C_Date,292,Drawing Submission Status,By2,Aref_0,Asub_0,Asub_02,Asub_03,Jvref_0,Jvc_0,Jvcd_0,Cmac_0,Aref_1,Asub_1,Jvref_1,Jvc_1,Jvcd_1,Cmac_1,Aref_2,Asub_2,Jvref_2,Jvc_2,Jvcd_2,Cmac_2,Aref_3,Asub_3,Jvref_3,Jvc_3,Jvcd_3,Cmac_3,Aref_4,Asub_4,Jvref_4,Jvc_4,Jvcd_4,Cmac_4,Aref_5,Asub_5,Jvref_5,Jvc_5,Jvcd_5,Cmac_5,Aref_6,Asub_6,Jvref_6,Jvc_6,Jvcd_6,Cmac_6,Aref_7,Asub_7,Jvref_7,Jvc_7,Jvcd_7,Cmac_7
456,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,5.0,ICT,COM,SD,0,1300403-ATS-B01-FF-05-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-05,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
457,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,6.0,ICT,COM,SD,0,1300403-ATS-B01-FF-06-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-06,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
458,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,7.0,ICT,COM,SD,0,1300403-ATS-B01-FF-07-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-07,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
459,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,8.0,ICT,COM,SD,0,1300403-ATS-B01-FF-08-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-08,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
460,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,9.0,ICT,COM,SD,0,1300403-ATS-B01-FF-09-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-09,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
461,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,10.0,ICT,COM,SD,0,1300403-ATS-B01-FF-10-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-10,2025-05-18,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
462,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,11.0,ICT,COM,SD,0,1300403-ATS-B01-FF-11-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-11,2025-05-18,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
463,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,12.0,ICT,COM,SD,0,1300403-ATS-B01-FF-12-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-12,2025-06-11,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
464,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,13.0,ICT,COM,SD,0,1300403-ATS-B01-FF-13-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-13,,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
465,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,14.0,ICT,COM,SD,0,1300403-ATS-B01-FF-14-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-14,,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
466,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,FF,15.0,ICT,COM,SD,0,1300403-ATS-B01-FF-15-ICT-COM-SD-00,First Floor Communication Eqpmnt Equipment System Plan Part-15,,,,0.0,1970-01-01 00:00:00.000045812,ATLS-004-SD-ICT-00037-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00037-R00,2025-06-04,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
467,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,0.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-00-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Overall Equipment Plan,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
468,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,1.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-01-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-01,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
469,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,2.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-02-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-02,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
470,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,3.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-03-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-03,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
471,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,4.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-04-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-04,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
472,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,5.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-05-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-05,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
473,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,6.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-06-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-06,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
474,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,7.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-07-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-07,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
475,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,8.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-08-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-08,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
476,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,9.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-09-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-09,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
477,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,10.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-10-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-10,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
478,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,11.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-11-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-11,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
479,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B01,MZ,12.0,ICT,COM,SD,0,1300403-ATS-B01-MZ-12-ICT-COM-SD-00,Mezzanine Floor Communication Eqpmnt Equipment Plan Part-12,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
480,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,0.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-00-ICT-CNT-SD-00,Ground Floor Contaiment  Overall   Plan (Arrival Level),2025-05-16,,,0.0,1970-01-01 00:00:00.000045799,ATLS-004-SD-ICT-00007-R00,Code 2,,,SUBMITTED,,ATLS-004-SD-ICT-00007-R00,2025-05-22,,2025-05-24,,Code 2,,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
481,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,5.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-05-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-05 (AR),2025-05-12,1970-01-01 00:00:00.000000003,,0.0,1970-01-01 00:00:00.000045794,ATLS-004-SD-ICT-00001-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00003-R00,SUBMITTED,,ATLS-004-SD-ICT-00001-R00,2025-05-17,,2025-05-17,ATV-1300000403-SDS-ICT-00003-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
482,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,6.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-06-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-06 (AR),2025-05-12,1970-01-01 00:00:00.000000003,,0.0,1970-01-01 00:00:00.000045794,ATLS-004-SD-ICT-00001-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00003-R00,SUBMITTED,,ATLS-004-SD-ICT-00001-R00,2025-05-17,,2025-05-17,ATV-1300000403-SDS-ICT-00003-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
483,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,7.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-07-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-07,2025-05-16,,,0.0,1970-01-01 00:00:00.000045799,ATLS-004-SD-ICT-00007-R00,Code 2,,,SUBMITTED,,ATLS-004-SD-ICT-00007-R00,2025-05-22,,2025-05-24,,Code 2,,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
484,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,9.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-09-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-09,2025-05-12,1970-01-01 00:00:00.000000003,,0.0,1970-01-01 00:00:00.000045794,ATLS-004-SD-ICT-00001-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00003-R00,SUBMITTED,,ATLS-004-SD-ICT-00001-R00,2025-05-17,,2025-05-17,ATV-1300000403-SDS-ICT-00003-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
485,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,10.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-10-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-10,2025-05-12,1970-01-01 00:00:00.000000003,,0.0,1970-01-01 00:00:00.000045794,ATLS-004-SD-ICT-00001-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00003-R00,SUBMITTED,,ATLS-004-SD-ICT-00001-R00,2025-05-17,,2025-05-17,ATV-1300000403-SDS-ICT-00003-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
486,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,11.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-11-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-11,2025-05-16,,,0.0,1970-01-01 00:00:00.000045799,ATLS-004-SD-ICT-00007-R00,Code 2,,,SUBMITTED,,ATLS-004-SD-ICT-00007-R00,2025-05-22,,2025-05-24,,Code 2,,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
487,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,13.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-13-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-13,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00003-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00004-R00,SUBMITTED,,ATLS-004-SD-ICT-00003-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00004-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
488,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,14.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-14-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-14 (AR),2025-05-12,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00003-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00004-R00,SUBMITTED,,ATLS-004-SD-ICT-00003-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00004-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
489,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,GF,15.0,ICT,CNT,SD,0,1300403-ATS-B01-GF-15-ICT-CNT-SD-00,Ground Floor Contaiment   Plan Part-15 (AR),2025-05-12,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00003-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00004-R00,SUBMITTED,,ATLS-004-SD-ICT-00003-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00004-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
490,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,0.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-00-ICT-CNT-SD-00,First Floor Contaiment  Overall   Plan (Departure Level),2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
491,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,1.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-01-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-01,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
492,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,2.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-02-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-02,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
493,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,3.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-03-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-03,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
494,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,4.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-04-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-04,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
495,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,5.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-05-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-05,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
496,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,6.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-06-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-06,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
497,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,7.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-07-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-07,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
498,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,8.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-08-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-08,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
499,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,9.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-09-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-09,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
500,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,10.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-10-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-10,2025-05-12,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
501,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,11.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-11-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-11,2025-05-12,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
502,ICT,CONTAINMENT SYSTEM,1300403,ATS,B01,FF,12.0,ICT,CNT,SD,0,1300403-ATS-B01-FF-12-ICT-CNT-SD-00,First Floor Contaiment   Plan Part-12,2025-05-16,1970-01-01 00:00:00.000000001,,0.0,1970-01-01 00:00:00.000045796,ATLS-004-SD-ICT-00004-R00,Code 2,2025-05-20,ATV-1300000403-SDS-ICT-00005-R00,SUBMITTED,,ATLS-004-SD-ICT-00004-R00,2025-05-19,,2025-05-19,ATV-1300000403-SDS-ICT-00005-R00,Code 2,2025-05-20,Code 2,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
